,Unnamed: 0,Simulated River Discharge,Observed River Discharge,Date
837,837,44.43506487084994,43.40000115941278,2003-04-16
838,838,45.71145557795192,44.09999730607031,2003-04-17
839,839,40.67469366779891,44.99999897698873,2003-04-18
840,840,40.4594084471405,50.20000347823834,2003-04-19
841,841,39.72839459863688,53.79999924979173,2003-04-20
842,842,42.21383731870109,45.70000057970639,2003-04-21
843,843,38.42412342426426,43.00000102301127,2003-04-22
844,844,42.7563770260312,43.69999989769887,2003-04-23
845,845,41.337135752573126,53.09999764707407,2003-04-24
846,846,46.133154465495366,65.40000320543533,2003-04-25
847,847,45.77031555464773,64.99999761297369,2003-04-26
848,848,47.59544405338891,64.49999880648684,2003-04-27
849,849,43.96786244181197,51.5999957715534,2003-04-28
850,850,42.567804675775335,46.2000021142233,2003-04-29
851,851,40.75864060897816,46.79999959079549,2003-04-30
852,852,41.70265904500533,46.79999959079549,2003-05-01
853,853,40.92551966415222,46.599996794564674,2003-05-02
854,854,43.68454015131701,52.299997374271065,2003-05-03
855,855,38.88069744816658,58.20000075020827,2003-05-04
856,856,40.859785051691055,46.79999959079549,2003-05-05
857,857,39.934382692831655,43.90000269392969,2003-05-06
858,858,43.263288660704326,43.20000109121202,2003-05-07
859,859,40.07664400469358,42.09999935209286,2003-05-08
860,860,45.76621259742904,40.40000286443157,2003-05-09
861,861,44.9384191543175,40.20000006820075,2003-05-10
862,862,49.42631232738816,43.20000109121202,2003-05-11
863,863,43.95349117942629,42.09999935209286,2003-05-12
864,864,40.46914205841463,59.40000115941278,2003-05-13
865,865,37.31822368414322,63.69999853368384,2003-05-14
866,866,46.99313866338121,58.40000354643909,2003-05-15
867,867,40.96267543364596,61.29999771527482,2003-05-16
868,868,44.53463796824505,70.00000204602254,2003-05-17
869,869,38.71788861385041,65.30000453534998,2003-05-18
870,870,42.94344350369085,59.09999969309662,2003-05-19
871,871,42.44275177756734,63.69999853368384,2003-05-20
872,872,30.264498201034677,59.09999969309662,2003-05-21
873,873,44.07182221155259,66.80000095481053,2003-05-22
874,874,48.479107552244336,64.69999614665753,2003-05-23
875,875,41.17812433610831,71.69999580565377,2003-05-24
876,876,35.24502995547514,79.69999853368384,2003-05-25
877,877,48.55452121537832,83.09999696506655,2003-05-26
878,878,49.88002737578171,87.59999713556843,2003-05-27
879,879,45.88049523293796,91.49999982949812,2003-05-28
880,880,37.31611764493257,81.69999921569135,2003-05-29
881,881,48.849192110946255,89.4999991474906,2003-05-30
882,882,42.671153366781255,96.0,2003-05-31
883,883,34.7659224032308,103.00000511505635,2003-06-01
884,884,42.544332705090746,100.99999897698872,2003-06-02
885,885,48.8508071047451,100.00000136401503,2003-06-03
886,886,42.66182350395684,109.99999931799248,2003-06-04
887,887,35.74447769988873,105.00000034100376,2003-06-05
888,888,45.77034829100852,85.30000044330488,2003-06-06
889,889,46.71598172083455,88.60000020460225,2003-06-07
890,890,45.46178626634645,89.00000034100376,2003-06-08
891,891,51.2867306230582,95.90000132991466,2003-06-09
892,892,75.80171449869549,108.0000040920451,2003-06-10
893,893,86.54391122444561,128.0,2003-06-11
894,894,86.98278578928219,145.00000306903382,2003-06-12
895,895,78.66497847072773,128.9999976129737,2003-06-13
896,896,90.64022296189728,118.00000204602254,2003-06-14
897,897,90.35030975076376,106.99999556695114,2003-06-15
898,898,52.99488119258562,118.00000204602254,2003-06-16
899,899,52.00033963974317,128.9999976129737,2003-06-17
900,900,85.9723780135781,141.9999993179925,2003-06-18
901,901,69.72914139686733,160.9999976129737,2003-06-19
902,902,53.212130594891285,164.00000136401502,2003-06-20
903,903,68.40785822700552,178.9999982949812,2003-06-21
904,904,95.2501463758632,243.9999959079549,2003-06-22
905,905,153.58197099490232,201.99999795397744,2003-06-23
906,906,162.90574485621406,303.9999836318196,2003-06-24
907,907,191.2439973960953,195.9999904518948,2003-06-25
908,908,167.702581978156,183.99999727196996,2003-06-26
909,909,183.6310475737753,257.9999843138271,2003-06-27
910,910,139.67840208366937,237.0000017050188,2003-06-28
911,911,123.68723544502184,303.9999836318196,2003-06-29
912,912,146.31794713009532,417.9999952259474,2003-06-30
913,913,165.16889677441134,293.9999856778422,2003-07-01
914,914,142.42410978411394,246.99999965899624,2003-07-02
915,915,159.89404331225134,257.9999843138271,2003-07-03
916,916,208.0532020423397,359.99998090378955,2003-07-04
917,917,254.11308707633268,316.9999853368384,2003-07-05
918,918,245.9497735564544,260.000001364015,2003-07-06
919,919,260.93019414366967,298.000019778218,2003-07-07
920,920,282.7648884798359,283.9999877238647,2003-07-08
921,921,294.93818795376944,292.9999989769887,2003-07-09
922,922,300.84003002197085,391.9999918159098,2003-07-10
923,923,301.4057798090993,342.999988746876,2003-07-11
924,924,299.3544539694372,298.000019778218,2003-07-12
925,925,342.31710826085015,292.0000122761353,2003-07-13
926,926,319.48762139307536,358.00000750208267,2003-07-14
927,927,301.2690072937294,325.000009889109,2003-07-15
928,928,288.05645931023804,328.0000136401503,2003-07-16
929,929,309.25061218699693,365.9999884058722,2003-07-17
930,930,357.86373694424486,359.99998090378955,2003-07-18
931,931,392.9523580239378,381.0000071610789,2003-07-19
932,932,363.907458400099,420.0000122761353,2003-07-20
